0.000000 30.348210
1.010101 36.816803
2.020202 32.529847
3.030303 35.677261
4.040404 31.911754
5.050505 24.800176
6.060606 31.090485
7.070707 30.759750
8.080808 34.007694
9.090909 35.012982
10.101010 38.692096
11.111111 21.171822
12.121212 25.506959
13.131313 28.968890
14.141414 27.246845
15.151515 22.861363
16.161616 24.377699
17.171717 33.627992
18.181818 33.034561
19.191919 33.002043
20.202020 30.076829
21.212121 27.249531
22.222222 34.436689
23.232323 33.212177
24.242424 29.809159
25.252525 -42.225458
26.262626 -37.407256
27.272727 -42.316032
28.282828 -42.522774
29.292929 -48.578382
30.303030 -33.243618
31.313131 -46.794070
32.323232 -52.400937
33.333333 -35.757195
34.343434 -43.669054
35.353535 -40.090836
36.363636 -43.064702
37.373737 -47.017008
38.383838 -41.634079
39.393939 -41.843480
40.404040 -40.575109
41.414141 -46.480586
42.424242 -53.826037
43.434343 -48.847297
44.444444 -39.312668
45.454545 -43.284877
46.464646 -50.509162
47.474747 -47.984659
48.484848 -48.427075
49.494949 -45.293504
50.505051 -2.262768
51.515152 -4.473525
52.525253 4.758647
53.535354 7.116317
54.545455 -4.097695
55.555556 8.158289
56.565657 2.280153
57.575758 -0.296445
58.585859 -0.654434
59.595960 -8.591052
60.606061 -2.442041
61.616162 -2.551455
62.626263 -4.718315
63.636364 0.730147
64.646465 -7.995306
65.656566 12.603140
66.666667 -0.796003
67.676768 -2.866381
68.686869 0.018713
69.696970 8.986662
70.707071 1.776052
71.717172 6.832832
72.727273 -7.641620
73.737374 5.998341
74.747475 -0.368802
75.757576 20.591558
76.767677 29.899433
77.777778 25.016011
78.787879 26.433639
79.797980 26.937130
80.808081 18.098157
81.818182 33.013280
82.828283 27.733169
83.838384 24.965537
84.848485 29.247754
85.858586 19.327648
86.868687 24.202494
87.878788 20.260170
88.888889 25.827970
89.898990 17.557207
90.909091 29.508312
91.919192 17.434939
92.929293 26.453144
93.939394 32.556053
94.949495 25.065995
95.959596 25.082590
96.969697 23.926658
97.979798 20.616813
98.989899 20.200542
100.000000 18.887375
